TIME,N1_UZ,N1_AZ,N2_UZ,N2_AZ,N3_UZ,N3_AZ,N4_UZ,N4_AZ,N5_UZ,N5_AZ,N6_UZ,N6_AZ,N7_UZ,N7_AZ,front_wheel_pos,rear_wheel_pos,front_axle_wt,rear_axle_wt
5.E-02,-9.283169886E-05,0.181506932,5.037605257E-06,0.12795284,1.051824363E-06,-4.37772404E-02,-1.564587075E-06,0.124104328,7.731870761E-08,7.187598179E-02,7.97204836E-08,1.240505362E-02,8.396428842E-09,8.658719707E-04,2.0,0.0,50000.0,0.0
5.1E-02,-9.589412422E-05,-6.779694065E-02,5.794271538E-06,5.496434165E-02,5.519926174E-07,-2.142462116E-02,-1.416018725E-06,0.102498187,3.906299374E-07,2.79636391E-02,1.370746502E-07,2.589293432E-03,1.263428495E-08,3.859704339E-05,2.04,0.0,50000.0,0.0
5.2E-02,-9.912881717E-05,-0.276744273,6.597649145E-06,3.845740861E-02,2.142334365E-08,-4.005057442E-02,-1.165581374E-06,0.101239413,7.036265878E-07,-2.859269729E-02,1.892783377E-07,-1.289018929E-02,1.6079256E-08,-1.624355638E-03,2.08,0.0,50000.0,0.0
5.3E-02,-1.025871406E-04,-0.170518639,7.441112817E-06,4.171511429E-02,-5.39511541E-07,-2.068145187E-02,-8.086954607E-07,0.111657817,9.593865035E-07,-8.588085252E-02,2.193111388E-07,-3.145156826E-02,1.676533112E-08,-3.893432527E-03,2.12,0.0,50000.0,0.0
5.4E-02,-1.06204313E-04,-0.147175212,8.303247189E-06,-4.372879422E-03,-1.101917654E-06,1.773931284E-02,-3.51272587E-07,8.941681018E-02,1.107675634E-06,-0.129060989,2.09375155E-07,-4.848605426E-02,1.238632976E-08,-6.236722196E-03,2.16,0.0,50000.0,0.0
5.5E-02,-1.100763153E-04,-0.36248278,9.127927107E-06,-7.053634828E-02,-1.641902429E-06,2.710376991E-02,1.630615301E-07,2.440604371E-02,1.117968442E-06,-0.146932014,1.459699449E-07,-5.845252176E-02,8.680204E-10,-8.041905394E-03,2.2,0.0,50000.0,0.0
5.6E-02,-1.142458006E-04,-0.232493473,9.870362995E-06,-9.395245621E-02,-2.141912072E-06,5.284569097E-02,6.700433308E-07,-3.911107355E-02,9.856389358E-07,-0.138312918,2.513954271E-08,-5.639803902E-02,-1.878015066E-08,-8.217846975E-03,2.24,0.0,50000.0,0.0
5.7E-02,-1.183857259E-04,0.291613728,1.052358139E-05,-8.448261424E-02,-2.553749485E-06,0.123498444,1.121233586E-06,-7.247237497E-02,7.287199561E-07,-0.110866199,-1.435089827E-07,-3.923840816E-02,-4.537201409E-08,-5.669576796E-03,2.2800000000000002,0.0,50000.0,0.0
5.8E-02,-1.22171608E-04,0.416482251,1.109885683E-05,-7.140330646E-02,-2.826831314E-06,0.154014034,1.486553551E-06,-9.926801687E-02,3.794620298E-07,-7.381176518E-02,-3.353932463E-07,-7.233238837E-03,-7.476389895E-08,6.949318798E-05,2.3200000000000003,0.0,50000.0,0.0
5.9E-02,-1.258431902E-04,-0.187873545,1.160600821E-05,-6.484463807E-02,-2.970935897E-06,0.103941171,1.736455491E-06,-0.131568082,-2.333792373E-08,-3.327230627E-02,-5.136424565E-07,3.450327203E-02,-9.971896219E-08,8.804115848E-03,2.36,0.0,50000.0,0.0
